"Label","M152, 2D-AR trawl sel","M146, pre-STAR base"
"CA_TWL_ARDEV_y1988_Lbin23",0.425124,NA
"CA_TWL_ARDEV_y1988_Lbin24",0.229245,NA
"CA_TWL_ARDEV_y1988_Lbin25",0.176322,NA
"CA_TWL_ARDEV_y1988_Lbin26",0.112254,NA
"CA_TWL_ARDEV_y1988_Lbin27",0.0878632,NA
"CA_TWL_ARDEV_y1988_Lbin28",0.251656,NA
"CA_TWL_ARDEV_y1988_Lbin29",0.113417,NA
"CA_TWL_ARDEV_y1988_Lbin30",0.346031,NA
"CA_TWL_ARDEV_y1988_Lbin31",0.332839,NA
"CA_TWL_ARDEV_y1988_Lbin32",-0.347911,NA
"CA_TWL_ARDEV_y1988_Lbin33",-0.328187,NA
"CA_TWL_ARDEV_y1988_Lbin34",-0.196677,NA
"CA_TWL_ARDEV_y1988_Lbin35",-0.185147,NA
"CA_TWL_ARDEV_y1988_Lbin36",-0.0324336,NA
"CA_TWL_ARDEV_y1988_Lbin37",-0.00933205,NA
"CA_TWL_ARDEV_y1988_Lbin38",-0.210569,NA
"CA_TWL_ARDEV_y1989_Lbin10",-0.00253823,NA
"CA_TWL_ARDEV_y1989_Lbin11",-0.00255924,NA
"CA_TWL_ARDEV_y1989_Lbin12",-0.0037817,NA
"CA_TWL_ARDEV_y1989_Lbin13",-0.00630466,NA
"CA_TWL_ARDEV_y1989_Lbin14",-0.0125312,NA
"CA_TWL_ARDEV_y1989_Lbin15",-0.0221997,NA
"CA_TWL_ARDEV_y1989_Lbin16",-0.023852,NA
"CA_TWL_ARDEV_y1989_Lbin17",-0.0352202,NA
"CA_TWL_ARDEV_y1989_Lbin18",0.00518239,NA
"CA_TWL_ARDEV_y1989_Lbin19",0.0114971,NA
"CA_TWL_ARDEV_y1989_Lbin20",-0.0554651,NA
"CA_TWL_ARDEV_y1989_Lbin21",-0.0867736,NA
"CA_TWL_ARDEV_y1989_Lbin22",0.00755752,NA
"CA_TWL_ARDEV_y1989_Lbin23",0.00820394,NA
"CA_TWL_ARDEV_y1989_Lbin24",0.4106,NA
"CA_TWL_ARDEV_y1989_Lbin25",0.199239,NA
"CA_TWL_ARDEV_y1989_Lbin26",0.188794,NA
"CA_TWL_ARDEV_y1989_Lbin27",-0.0263224,NA
"CA_TWL_ARDEV_y1989_Lbin28",-0.00912934,NA
"CA_TWL_ARDEV_y1989_Lbin29",-0.0484556,NA
"CA_TWL_ARDEV_y1989_Lbin30",0.430113,NA
"CA_TWL_ARDEV_y1989_Lbin31",0.251998,NA
"CA_TWL_ARDEV_y1989_Lbin32",1.01256,NA
"CA_TWL_ARDEV_y1989_Lbin33",0.430946,NA
"CA_TWL_ARDEV_y1989_Lbin34",-0.138621,NA
"CA_TWL_ARDEV_y1989_Lbin35",-0.154405,NA
"CA_TWL_ARDEV_y1989_Lbin36",-0.281138,NA
"CA_TWL_ARDEV_y1989_Lbin37",-0.293064,NA
"CA_TWL_ARDEV_y1989_Lbin38",-0.301596,NA
"CA_TWL_ARDEV_y1990_Lbin10",-0.0043926,NA
"CA_TWL_ARDEV_y1990_Lbin11",-0.00458394,NA
"CA_TWL_ARDEV_y1990_Lbin12",-0.00586425,NA
"CA_TWL_ARDEV_y1990_Lbin13",-0.0108686,NA
"CA_TWL_ARDEV_y1990_Lbin14",-0.0209499,NA
"CA_TWL_ARDEV_y1990_Lbin15",-0.035836,NA
"CA_TWL_ARDEV_y1990_Lbin16",-0.0542784,NA
"CA_TWL_ARDEV_y1990_Lbin17",-0.0736464,NA
"CA_TWL_ARDEV_y1990_Lbin18",-0.0315119,NA
"CA_TWL_ARDEV_y1990_Lbin19",-0.0501212,NA
"CA_TWL_ARDEV_y1990_Lbin20",0.0780099,NA
"CA_TWL_ARDEV_y1990_Lbin21",0.143136,NA
"CA_TWL_ARDEV_y1990_Lbin22",0.231453,NA
"CA_TWL_ARDEV_y1990_Lbin23",0.407118,NA
"CA_TWL_ARDEV_y1990_Lbin24",0.162934,NA
"CA_TWL_ARDEV_y1990_Lbin25",0.22729,NA
"CA_TWL_ARDEV_y1990_Lbin26",0.158811,NA
"CA_TWL_ARDEV_y1990_Lbin27",0.0151204,NA
"CA_TWL_ARDEV_y1990_Lbin28",-0.332973,NA
"CA_TWL_ARDEV_y1990_Lbin29",-0.380943,NA
"CA_TWL_ARDEV_y1990_Lbin30",-0.00872991,NA
"CA_TWL_ARDEV_y1990_Lbin31",-0.198669,NA
"CA_TWL_ARDEV_y1990_Lbin32",0.398484,NA
"CA_TWL_ARDEV_y1990_Lbin33",0.301158,NA
"CA_TWL_ARDEV_y1990_Lbin34",0.47674,NA
"CA_TWL_ARDEV_y1990_Lbin35",0.204837,NA
"CA_TWL_ARDEV_y1990_Lbin36",-0.00859091,NA
"CA_TWL_ARDEV_y1990_Lbin37",-0.0527879,NA
"CA_TWL_ARDEV_y1990_Lbin38",-0.0361843,NA
"CA_TWL_ARDEV_y1991_Lbin10",-0.000162302,NA
"CA_TWL_ARDEV_y1991_Lbin11",-0.000238814,NA
"CA_TWL_ARDEV_y1991_Lbin12",-0.0051326,NA
"CA_TWL_ARDEV_y1991_Lbin13",-0.0108538,NA
"CA_TWL_ARDEV_y1991_Lbin14",-0.0144625,NA
"CA_TWL_ARDEV_y1991_Lbin15",-0.0255923,NA
"CA_TWL_ARDEV_y1991_Lbin16",-0.0455553,NA
"CA_TWL_ARDEV_y1991_Lbin17",-0.0656017,NA
"CA_TWL_ARDEV_y1991_Lbin18",0.0205959,NA
"CA_TWL_ARDEV_y1991_Lbin19",0.0338698,NA
"CA_TWL_ARDEV_y1991_Lbin20",0.0617061,NA
"CA_TWL_ARDEV_y1991_Lbin21",0.0934766,NA
"CA_TWL_ARDEV_y1991_Lbin22",0.29141,NA
"CA_TWL_ARDEV_y1991_Lbin23",0.566467,NA
"CA_TWL_ARDEV_y1991_Lbin24",0.30612,NA
"CA_TWL_ARDEV_y1991_Lbin25",0.449037,NA
"CA_TWL_ARDEV_y1991_Lbin26",0.356828,NA
"CA_TWL_ARDEV_y1991_Lbin27",0.392522,NA
"CA_TWL_ARDEV_y1991_Lbin28",-0.0378682,NA
"CA_TWL_ARDEV_y1991_Lbin29",-0.0208974,NA
"CA_TWL_ARDEV_y1991_Lbin30",-0.160715,NA
"CA_TWL_ARDEV_y1991_Lbin31",-0.156837,NA
"CA_TWL_ARDEV_y1991_Lbin32",-0.120409,NA
"CA_TWL_ARDEV_y1991_Lbin33",-0.121136,NA
"CA_TWL_ARDEV_y1991_Lbin34",0.0714068,NA
"CA_TWL_ARDEV_y1991_Lbin35",-0.0206448,NA
"CA_TWL_ARDEV_y1991_Lbin36",-0.139386,NA
"CA_TWL_ARDEV_y1991_Lbin37",-0.183909,NA
"CA_TWL_ARDEV_y1991_Lbin38",-0.167729,NA
"CA_TWL_ARDEV_y1992_Lbin10",-0.00255449,NA
"CA_TWL_ARDEV_y1992_Lbin11",-0.00250861,NA
"CA_TWL_ARDEV_y1992_Lbin12",-0.00262885,NA
"CA_TWL_ARDEV_y1992_Lbin13",-0.00442295,NA
"CA_TWL_ARDEV_y1992_Lbin14",-0.00893223,NA
"CA_TWL_ARDEV_y1992_Lbin15",-0.016591,NA
"CA_TWL_ARDEV_y1992_Lbin16",-0.0274076,NA
"CA_TWL_ARDEV_y1992_Lbin17",-0.045216,NA
"CA_TWL_ARDEV_y1992_Lbin18",-0.0223123,NA
"CA_TWL_ARDEV_y1992_Lbin19",-0.0374207,NA
"CA_TWL_ARDEV_y1992_Lbin20",0.133493,NA
"CA_TWL_ARDEV_y1992_Lbin21",0.229058,NA
"CA_TWL_ARDEV_y1992_Lbin22",0.152626,NA
"CA_TWL_ARDEV_y1992_Lbin23",0.225697,NA
"CA_TWL_ARDEV_y1992_Lbin24",0.155275,NA
"CA_TWL_ARDEV_y1992_Lbin25",0.198115,NA
"CA_TWL_ARDEV_y1992_Lbin26",0.0200768,NA
"CA_TWL_ARDEV_y1992_Lbin27",0.0368484,NA
"CA_TWL_ARDEV_y1992_Lbin28",-0.120756,NA
"CA_TWL_ARDEV_y1992_Lbin29",-0.0908408,NA
"CA_TWL_ARDEV_y1992_Lbin30",-0.306064,NA
"CA_TWL_ARDEV_y1992_Lbin31",-0.253591,NA
"CA_TWL_ARDEV_y1992_Lbin32",-0.108271,NA
"CA_TWL_ARDEV_y1992_Lbin33",-0.0893089,NA
"CA_TWL_ARDEV_y1992_Lbin34",-0.0382802,NA
"CA_TWL_ARDEV_y1992_Lbin35",-0.0650265,NA
"CA_TWL_ARDEV_y1992_Lbin36",0.100595,NA
"CA_TWL_ARDEV_y1992_Lbin37",0.0205299,NA
"CA_TWL_ARDEV_y1992_Lbin38",0.025855,NA
"CA_TWL_ARDEV_y1993_Lbin10",-0.000987559,NA
"CA_TWL_ARDEV_y1993_Lbin11",-0.00134277,NA
"CA_TWL_ARDEV_y1993_Lbin12",-0.00178774,NA
"CA_TWL_ARDEV_y1993_Lbin13",-0.00411896,NA
"CA_TWL_ARDEV_y1993_Lbin14",-0.0115439,NA
"CA_TWL_ARDEV_y1993_Lbin15",-0.020009,NA
"CA_TWL_ARDEV_y1993_Lbin16",-0.00760425,NA
"CA_TWL_ARDEV_y1993_Lbin17",-0.0101719,NA
"CA_TWL_ARDEV_y1993_Lbin18",0.0748776,NA
"CA_TWL_ARDEV_y1993_Lbin19",0.125866,NA
"CA_TWL_ARDEV_y1993_Lbin20",0.262278,NA
"CA_TWL_ARDEV_y1993_Lbin21",0.63726,NA
"CA_TWL_ARDEV_y1993_Lbin22",0.343602,NA
"CA_TWL_ARDEV_y1993_Lbin23",0.883055,NA
"CA_TWL_ARDEV_y1993_Lbin24",0.347918,NA
"CA_TWL_ARDEV_y1993_Lbin25",0.668631,NA
"CA_TWL_ARDEV_y1993_Lbin26",-0.139994,NA
"CA_TWL_ARDEV_y1993_Lbin27",-0.117987,NA
"CA_TWL_ARDEV_y1993_Lbin28",-0.309274,NA
"CA_TWL_ARDEV_y1993_Lbin29",-0.205636,NA
"CA_TWL_ARDEV_y1993_Lbin30",-0.22497,NA
"CA_TWL_ARDEV_y1993_Lbin31",-0.0967358,NA
"CA_TWL_ARDEV_y1993_Lbin32",-0.239263,NA
"CA_TWL_ARDEV_y1993_Lbin33",-0.17937,NA
"CA_TWL_ARDEV_y1993_Lbin34",-0.182809,NA
"CA_TWL_ARDEV_y1993_Lbin35",-0.163587,NA
"CA_TWL_ARDEV_y1993_Lbin36",-0.14211,NA
"CA_TWL_ARDEV_y1993_Lbin37",-0.133545,NA
"CA_TWL_ARDEV_y1993_Lbin38",-0.203438,NA
"CA_TWL_ARDEV_y1994_Lbin10",-0.00204731,NA
"CA_TWL_ARDEV_y1994_Lbin11",-0.00184115,NA
"CA_TWL_ARDEV_y1994_Lbin12",-0.0023204,NA
"CA_TWL_ARDEV_y1994_Lbin13",-0.00273248,NA
"CA_TWL_ARDEV_y1994_Lbin14",-0.005178,NA
"CA_TWL_ARDEV_y1994_Lbin15",-0.0101676,NA
"CA_TWL_ARDEV_y1994_Lbin16",-0.0175812,NA
"CA_TWL_ARDEV_y1994_Lbin17",-0.0321778,NA
"CA_TWL_ARDEV_y1994_Lbin18",-0.0235546,NA
"CA_TWL_ARDEV_y1994_Lbin19",-0.0409817,NA
"CA_TWL_ARDEV_y1994_Lbin20",0.191262,NA
"CA_TWL_ARDEV_y1994_Lbin21",0.367327,NA
"CA_TWL_ARDEV_y1994_Lbin22",0.257487,NA
"CA_TWL_ARDEV_y1994_Lbin23",0.49648,NA
"CA_TWL_ARDEV_y1994_Lbin24",0.156291,NA
"CA_TWL_ARDEV_y1994_Lbin25",0.194024,NA
"CA_TWL_ARDEV_y1994_Lbin26",-0.0866428,NA
"CA_TWL_ARDEV_y1994_Lbin27",-0.12652,NA
"CA_TWL_ARDEV_y1994_Lbin28",-0.195989,NA
"CA_TWL_ARDEV_y1994_Lbin29",-0.190374,NA
"CA_TWL_ARDEV_y1994_Lbin30",-0.0876787,NA
"CA_TWL_ARDEV_y1994_Lbin31",0.0188966,NA
"CA_TWL_ARDEV_y1994_Lbin32",-0.171707,NA
"CA_TWL_ARDEV_y1994_Lbin33",-0.126427,NA
"CA_TWL_ARDEV_y1994_Lbin34",-0.0739203,NA
"CA_TWL_ARDEV_y1994_Lbin35",-0.0566352,NA
"CA_TWL_ARDEV_y1994_Lbin36",-0.0641533,NA
"CA_TWL_ARDEV_y1994_Lbin37",-0.0653744,NA
"CA_TWL_ARDEV_y1994_Lbin38",0.0130668,NA
"CA_TWL_ARDEV_y1995_Lbin10",0.00712199,NA
"CA_TWL_ARDEV_y1995_Lbin11",0.00961117,NA
"CA_TWL_ARDEV_y1995_Lbin12",-0.00288642,NA
"CA_TWL_ARDEV_y1995_Lbin13",-0.0066489,NA
"CA_TWL_ARDEV_y1995_Lbin14",-0.0136143,NA
"CA_TWL_ARDEV_y1995_Lbin15",-0.02263,NA
"CA_TWL_ARDEV_y1995_Lbin16",-0.0171658,NA
"CA_TWL_ARDEV_y1995_Lbin17",-0.0202041,NA
"CA_TWL_ARDEV_y1995_Lbin18",0.0688451,NA
"CA_TWL_ARDEV_y1995_Lbin19",0.105541,NA
"CA_TWL_ARDEV_y1995_Lbin20",0.0955134,NA
"CA_TWL_ARDEV_y1995_Lbin21",0.18267,NA
"CA_TWL_ARDEV_y1995_Lbin22",0.220894,NA
"CA_TWL_ARDEV_y1995_Lbin23",0.41625,NA
"CA_TWL_ARDEV_y1995_Lbin24",0.172366,NA
"CA_TWL_ARDEV_y1995_Lbin25",0.225198,NA
"CA_TWL_ARDEV_y1995_Lbin26",0.113717,NA
"CA_TWL_ARDEV_y1995_Lbin27",0.0884475,NA
"CA_TWL_ARDEV_y1995_Lbin28",-0.14513,NA
"CA_TWL_ARDEV_y1995_Lbin29",-0.171456,NA
"CA_TWL_ARDEV_y1995_Lbin30",-0.175267,NA
"CA_TWL_ARDEV_y1995_Lbin31",-0.161902,NA
"CA_TWL_ARDEV_y1995_Lbin32",-0.0463646,NA
"CA_TWL_ARDEV_y1995_Lbin33",-0.0215935,NA
"CA_TWL_ARDEV_y1995_Lbin34",-0.0503517,NA
"CA_TWL_ARDEV_y1995_Lbin35",-0.0395868,NA
"CA_TWL_ARDEV_y1995_Lbin36",-0.0509398,NA
"CA_TWL_ARDEV_y1995_Lbin37",-0.0505926,NA
"CA_TWL_ARDEV_y1995_Lbin38",-0.122171,NA
"CA_TWL_ARDEV_y1996_Lbin10",-0.000726683,NA
"CA_TWL_ARDEV_y1996_Lbin11",-0.000680377,NA
"CA_TWL_ARDEV_y1996_Lbin12",-0.000885298,NA
"CA_TWL_ARDEV_y1996_Lbin13",-0.00136013,NA
"CA_TWL_ARDEV_y1996_Lbin14",-0.00644394,NA
"CA_TWL_ARDEV_y1996_Lbin15",-0.0128712,NA
"CA_TWL_ARDEV_y1996_Lbin16",0.047726,NA
"CA_TWL_ARDEV_y1996_Lbin17",0.090747,NA
"CA_TWL_ARDEV_y1996_Lbin18",0.281394,NA
"CA_TWL_ARDEV_y1996_Lbin19",0.763415,NA
"CA_TWL_ARDEV_y1996_Lbin20",0.302437,NA
"CA_TWL_ARDEV_y1996_Lbin21",1.51611,NA
"CA_TWL_ARDEV_y1996_Lbin22",0.392216,NA
"CA_TWL_ARDEV_y1996_Lbin23",1.03722,NA
"CA_TWL_ARDEV_y1996_Lbin24",0.203687,NA
"CA_TWL_ARDEV_y1996_Lbin25",0.281695,NA
"CA_TWL_ARDEV_y1996_Lbin26",-0.0831719,NA
"CA_TWL_ARDEV_y1996_Lbin27",-0.104149,NA
"CA_TWL_ARDEV_y1996_Lbin28",-0.303868,NA
"CA_TWL_ARDEV_y1996_Lbin29",-0.30595,NA
"CA_TWL_ARDEV_y1996_Lbin30",-0.372078,NA
"CA_TWL_ARDEV_y1996_Lbin31",-0.333971,NA
"CA_TWL_ARDEV_y1996_Lbin32",-0.317446,NA
"CA_TWL_ARDEV_y1996_Lbin33",-0.30314,NA
"CA_TWL_ARDEV_y1996_Lbin34",-0.280984,NA
"CA_TWL_ARDEV_y1996_Lbin35",-0.274641,NA
"CA_TWL_ARDEV_y1996_Lbin36",-0.232905,NA
"CA_TWL_ARDEV_y1996_Lbin37",-0.212491,NA
"CA_TWL_ARDEV_y1996_Lbin38",-0.336853,NA
"CA_TWL_ARDEV_y1997_Lbin10",-0.0010544,NA
"CA_TWL_ARDEV_y1997_Lbin11",-0.00129363,NA
"CA_TWL_ARDEV_y1997_Lbin12",-0.00249013,NA
"CA_TWL_ARDEV_y1997_Lbin13",-0.00542729,NA
"CA_TWL_ARDEV_y1997_Lbin14",-0.0116767,NA
"CA_TWL_ARDEV_y1997_Lbin15",-0.0199692,NA
"CA_TWL_ARDEV_y1997_Lbin16",0.00990708,NA
"CA_TWL_ARDEV_y1997_Lbin17",0.0157446,NA
"CA_TWL_ARDEV_y1997_Lbin18",0.0148236,NA
"CA_TWL_ARDEV_y1997_Lbin19",0.024852,NA
"CA_TWL_ARDEV_y1997_Lbin20",0.242123,NA
"CA_TWL_ARDEV_y1997_Lbin21",0.567066,NA
"CA_TWL_ARDEV_y1997_Lbin22",0.351186,NA
"CA_TWL_ARDEV_y1997_Lbin23",1.02658,NA
"CA_TWL_ARDEV_y1997_Lbin24",0.428981,NA
"CA_TWL_ARDEV_y1997_Lbin25",0.701145,NA
"CA_TWL_ARDEV_y1997_Lbin26",0.124665,NA
"CA_TWL_ARDEV_y1997_Lbin27",0.146099,NA
"CA_TWL_ARDEV_y1997_Lbin28",-0.270016,NA
"CA_TWL_ARDEV_y1997_Lbin29",-0.243672,NA
"CA_TWL_ARDEV_y1997_Lbin30",-0.304382,NA
"CA_TWL_ARDEV_y1997_Lbin31",-0.284336,NA
"CA_TWL_ARDEV_y1997_Lbin32",-0.073799,NA
"CA_TWL_ARDEV_y1997_Lbin33",-0.109164,NA
"CA_TWL_ARDEV_y1997_Lbin34",-0.210271,NA
"CA_TWL_ARDEV_y1997_Lbin35",-0.217252,NA
"CA_TWL_ARDEV_y1997_Lbin36",-0.194303,NA
"CA_TWL_ARDEV_y1997_Lbin37",-0.202351,NA
"CA_TWL_ARDEV_y1997_Lbin38",-0.188671,NA
"CA_TWL_ARDEV_y1998_Lbin10",-0.000844342,NA
"CA_TWL_ARDEV_y1998_Lbin11",-0.000931433,NA
"CA_TWL_ARDEV_y1998_Lbin12",-0.00130335,NA
"CA_TWL_ARDEV_y1998_Lbin13",-0.00268317,NA
"CA_TWL_ARDEV_y1998_Lbin14",-0.00579733,NA
"CA_TWL_ARDEV_y1998_Lbin15",-0.0110469,NA
"CA_TWL_ARDEV_y1998_Lbin16",-0.0192859,NA
"CA_TWL_ARDEV_y1998_Lbin17",-0.0327832,NA
"CA_TWL_ARDEV_y1998_Lbin18",0.229486,NA
"CA_TWL_ARDEV_y1998_Lbin19",0.535067,NA
"CA_TWL_ARDEV_y1998_Lbin20",0.0727351,NA
"CA_TWL_ARDEV_y1998_Lbin21",0.120017,NA
"CA_TWL_ARDEV_y1998_Lbin22",0.203963,NA
"CA_TWL_ARDEV_y1998_Lbin23",0.3791,NA
"CA_TWL_ARDEV_y1998_Lbin24",0.245396,NA
"CA_TWL_ARDEV_y1998_Lbin25",0.354605,NA
"CA_TWL_ARDEV_y1998_Lbin26",0.00957093,NA
"CA_TWL_ARDEV_y1998_Lbin27",0.0047669,NA
"CA_TWL_ARDEV_y1998_Lbin28",-0.177209,NA
"CA_TWL_ARDEV_y1998_Lbin29",-0.090033,NA
"CA_TWL_ARDEV_y1998_Lbin30",-0.135101,NA
"CA_TWL_ARDEV_y1998_Lbin31",-0.102668,NA
"CA_TWL_ARDEV_y1998_Lbin32",-0.167731,NA
"CA_TWL_ARDEV_y1998_Lbin33",-0.123316,NA
"CA_TWL_ARDEV_y1998_Lbin34",-0.0557549,NA
"CA_TWL_ARDEV_y1998_Lbin35",-0.0597965,NA
"CA_TWL_ARDEV_y1998_Lbin36",-0.108632,NA
"CA_TWL_ARDEV_y1998_Lbin37",-0.118072,NA
"CA_TWL_ARDEV_y1998_Lbin38",-0.11382,NA
"CA_TWL_ARDEV_y1999_Lbin10",-0.00147657,NA
"CA_TWL_ARDEV_y1999_Lbin11",-0.00137653,NA
"CA_TWL_ARDEV_y1999_Lbin12",0.00559664,NA
"CA_TWL_ARDEV_y1999_Lbin13",0.00892663,NA
"CA_TWL_ARDEV_y1999_Lbin14",-0.00326157,NA
"CA_TWL_ARDEV_y1999_Lbin15",-0.00593112,NA
"CA_TWL_ARDEV_y1999_Lbin16",-0.00989341,NA
"CA_TWL_ARDEV_y1999_Lbin17",-0.016353,NA
"CA_TWL_ARDEV_y1999_Lbin18",-0.0258567,NA
"CA_TWL_ARDEV_y1999_Lbin19",-0.0465604,NA
"CA_TWL_ARDEV_y1999_Lbin20",0.080124,NA
"CA_TWL_ARDEV_y1999_Lbin21",0.150928,NA
"CA_TWL_ARDEV_y1999_Lbin22",0.250858,NA
"CA_TWL_ARDEV_y1999_Lbin23",0.510624,NA
"CA_TWL_ARDEV_y1999_Lbin24",0.296988,NA
"CA_TWL_ARDEV_y1999_Lbin25",0.487821,NA
"CA_TWL_ARDEV_y1999_Lbin26",0.0239773,NA
"CA_TWL_ARDEV_y1999_Lbin27",0.047606,NA
"CA_TWL_ARDEV_y1999_Lbin28",-0.273193,NA
"CA_TWL_ARDEV_y1999_Lbin29",-0.271952,NA
"CA_TWL_ARDEV_y1999_Lbin30",-0.239508,NA
"CA_TWL_ARDEV_y1999_Lbin31",-0.171501,NA
"CA_TWL_ARDEV_y1999_Lbin32",-0.0647974,NA
"CA_TWL_ARDEV_y1999_Lbin33",-0.0471926,NA
"CA_TWL_ARDEV_y1999_Lbin34",-0.153878,NA
"CA_TWL_ARDEV_y1999_Lbin35",-0.142242,NA
"CA_TWL_ARDEV_y1999_Lbin36",-0.0276499,NA
"CA_TWL_ARDEV_y1999_Lbin37",-0.0295401,NA
"CA_TWL_ARDEV_y1999_Lbin38",-0.0586536,NA
"CA_TWL_ARDEV_y2000_Lbin10",-0.0174183,NA
"CA_TWL_ARDEV_y2000_Lbin11",-0.0149285,NA
"CA_TWL_ARDEV_y2000_Lbin12",-0.00804944,NA
"CA_TWL_ARDEV_y2000_Lbin13",-0.00440502,NA
"CA_TWL_ARDEV_y2000_Lbin14",-0.00437506,NA
"CA_TWL_ARDEV_y2000_Lbin15",-0.00639936,NA
"CA_TWL_ARDEV_y2000_Lbin16",-0.00122133,NA
"CA_TWL_ARDEV_y2000_Lbin17",-0.0018477,NA
"CA_TWL_ARDEV_y2000_Lbin18",-0.0102455,NA
"CA_TWL_ARDEV_y2000_Lbin19",-0.0153976,NA
"CA_TWL_ARDEV_y2000_Lbin20",-0.00446213,NA
"CA_TWL_ARDEV_y2000_Lbin21",-0.00601966,NA
"CA_TWL_ARDEV_y2000_Lbin22",-0.0197478,NA
"CA_TWL_ARDEV_y2000_Lbin23",-0.032582,NA
"CA_TWL_ARDEV_y2000_Lbin24",0.029351,NA
"CA_TWL_ARDEV_y2000_Lbin25",0.038542,NA
"CA_TWL_ARDEV_y2000_Lbin26",-0.102444,NA
"CA_TWL_ARDEV_y2000_Lbin27",-0.119976,NA
"CA_TWL_ARDEV_y2000_Lbin28",-0.0419703,NA
"CA_TWL_ARDEV_y2000_Lbin29",-0.0487095,NA
"CA_TWL_ARDEV_y2000_Lbin30",-0.130139,NA
"CA_TWL_ARDEV_y2000_Lbin31",-0.111885,NA
"CA_TWL_ARDEV_y2000_Lbin32",0.0489025,NA
"CA_TWL_ARDEV_y2000_Lbin33",0.0340118,NA
"CA_TWL_ARDEV_y2000_Lbin34",0.0264497,NA
